Sex,height,mass,Sport,Club,club_1,club_2,club_3,club_week,class,Testdate,School,Name,Location,Filename,Board,Admin,cohort,Inclusion,S20,BPT,SLJ,OLB,Star,Run,note,Birthdate,Child,District
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.9,3.4,122,60,NA,0,Andere,NA,C011729,Landkreis Unstrut-Hainich-Kreis
m,145,46,ja,ja,Andere,NA,NA,2,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.7,4.8,136,6,24,679,keine,2014-03-22T00:00:00Z,C011730,Landkreis Unstrut-Hainich-Kreis
w,133,28,ja,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.1,2.7,126,60,24.2,864,keine,2013-08-04T00:00:00Z,C011731,Landkreis Unstrut-Hainich-Kreis
w,140,39,ja,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.9,3.6,100,45,24.4,783,keine,2013-08-12T00:00:00Z,C011732,Landkreis Unstrut-Hainich-Kreis
m,135,30,ja,ja,Kampfsport,Fussball,NA,2,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.2,3.9,143,20,23,927,keine,2013-12-19T00:00:00Z,C011733,Landkreis Unstrut-Hainich-Kreis
m,134,29,ja,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.4,3.6,117,18,23.8,1056,keine,2014-03-16T00:00:00Z,C011734,Landkreis Unstrut-Hainich-Kreis
m,140,26,ja,ja,Andere,NA,NA,1,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.7,4.7,187,60,21.6,1085,keine,2013-08-19T00:00:00Z,C011735,Landkreis Unstrut-Hainich-Kreis
w,129,31,ja,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,5.2,2.9,80,5,29.5,887,keine,2013-10-13T00:00:00Z,C011736,Landkreis Unstrut-Hainich-Kreis
w,138,20,ja,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,5,3.2,115,6,24.5,874,keine,2013-05-09T00:00:00Z,C011737,Landkreis Unstrut-Hainich-Kreis
w,144,45,nein,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.6,3.4,140,11,23.8,840,keine,2013-09-11T00:00:00Z,C011738,Landkreis Unstrut-Hainich-Kreis
w,136,42,ja,nein,NA,NA,NA,--wählen--,3b,2022-11-24T00:00:00Z,45447,Staatliche Gemeinschaftsschule Herbsleben,Herbsleben,./22raw/45447_TGS_Herbsleben_3b.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.6,3,110,19,26.2,826,keine,2013-07-26T00:00:00Z,C011739,Landkreis Unstrut-Hainich-Kreis
m,136,22,nein,ja,Fussball,NA,NA,dreimal,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.7,4.7,140,27.7,22,1116,keine,2013-03-01T00:00:00Z,C011740,Landkreis Unstrut-Hainich-Kreis
m,147,50,nein,nein,NA,NA,NA,--wählen--,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,5.3,4.8,100,7,32.7,819,keine,2013-10-18T00:00:00Z,C011741,Landkreis Unstrut-Hainich-Kreis
m,135,33,nein,ja,Fussball,NA,NA,einmal,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4,5.6,172,8.7,24.4,1170,keine,2014-05-14T00:00:00Z,C011742,Landkreis Unstrut-Hainich-Kreis
m,140,28,nein,nein,NA,NA,NA,--wählen--,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.3,3.7,140,19,25.2,1125,keine,2013-12-30T00:00:00Z,C011743,Landkreis Unstrut-Hainich-Kreis
m,130,25,nein,ja,Fussball,NA,NA,dreimal,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4,3.9,150,16.8,22.4,1179,keine,2014-05-18T00:00:00Z,C011744,Landkreis Unstrut-Hainich-Kreis
m,130,27,nein,ja,Fussball,NA,NA,zweimal,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.3,3.5,120,10,27.5,1125,keine,2013-08-08T00:00:00Z,C011745,Landkreis Unstrut-Hainich-Kreis
w,131,33,nein,ja,Reiten/Voltigieren,NA,NA,dreimal,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,5,3,110,10,28.4,1062,keine,2013-10-13T00:00:00Z,C011746,Landkreis Unstrut-Hainich-Kreis
w,139,32,nein,ja,Andere,NA,NA,dreimal,3k,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3k.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.5,3.8,130,9,26.8,1062,keine,2014-06-29T00:00:00Z,C011747,Landkreis Unstrut-Hainich-Kreis
m,139,38,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,6.18,2.7,65,6,46.31,790,keine,2013-09-16T00:00:00Z,C011748,Landkreis Unstrut-Hainich-Kreis
w,144,34,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.66,3.8,150,14,23.9,964,keine,2014-01-31T00:00:00Z,C011749,Landkreis Unstrut-Hainich-Kreis
w,144,51,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,5.19,4.5,115,12,63.07,801,keine,2013-09-12T00:00:00Z,C011750,Landkreis Unstrut-Hainich-Kreis
w,130,33,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,5,4,122,5,25.9,775,keine,2014-06-18T00:00:00Z,C011751,Landkreis Unstrut-Hainich-Kreis
w,129,21,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.8,2.6,130,8,23.41,775,keine,2013-12-16T00:00:00Z,C011752,Landkreis Unstrut-Hainich-Kreis
m,143,35,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.5,4.3,145,8,27.5,900,keine,2014-05-22T00:00:00Z,C011753,Landkreis Unstrut-Hainich-Kreis
m,125,25,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.3,4.3,167,10,24.67,1053,keine,2014-03-16T00:00:00Z,C011754,Landkreis Unstrut-Hainich-Kreis
m,142,42,nein,ja,Andere,NA,NA,einmal,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.4,4,135,7,25.93,1080,keine,2014-04-09T00:00:00Z,C011755,Landkreis Unstrut-Hainich-Kreis
m,142,30,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.4,5.2,125,9,26.47,1053,keine,2013-03-28T00:00:00Z,C011756,Landkreis Unstrut-Hainich-Kreis
m,138,34,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.9,4.5,153,9,23.5,810,keine,2014-04-05T00:00:00Z,C011757,Landkreis Unstrut-Hainich-Kreis
m,141,40,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.5,4.1,160,8,25.1,765,keine,2013-08-02T00:00:00Z,C011758,Landkreis Unstrut-Hainich-Kreis
w,135,40,nein,nein,NA,NA,NA,--wählen--,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,5.12,3.5,95,5,27.3,765,keine,2011-07-20T00:00:00Z,C011759,Landkreis Unstrut-Hainich-Kreis
w,135,33,nein,ja,Tanzen/Aerobic,Andere,NA,zweimal,3m,2023-01-08T00:00:00Z,45450,Staatliche Gemeinschaftsschule Menteroda,Menteroda,./22raw/45450_GS_Menteroda_3m.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.4,3.9,130,7,23.88,918,keine,2014-06-29T00:00:00Z,C011760,Landkreis Unstrut-Hainich-Kreis
m,152,40,nein,ja,Fussball,NA,NA,zweimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.1,5.1,249,12,27.9,1107,keine,2014-01-29T00:00:00Z,C011761,Landkreis Unstrut-Hainich-Kreis
m,156,37,nein,nein,NA,NA,NA,--wählen--,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.2,4.8,145,6,28.8,900,keine,2013-08-04T00:00:00Z,C011762,Landkreis Unstrut-Hainich-Kreis
m,129,26,nein,nein,NA,NA,NA,--wählen--,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.2,3.7,121,42,27.4,990,keine,2013-12-09T00:00:00Z,C011763,Landkreis Unstrut-Hainich-Kreis
m,133,34,nein,nein,NA,NA,NA,--wählen--,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.2,4.3,135,60,27.3,1080,keine,2013-12-09T00:00:00Z,C011764,Landkreis Unstrut-Hainich-Kreis
w,146,37,nein,nein,NA,NA,NA,--wählen--,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.3,3.9,150,60,24.9,702,keine,2013-08-18T00:00:00Z,C011765,Landkreis Unstrut-Hainich-Kreis
w,131,27,ja,ja,Tanzen/Aerobic,NA,NA,einmal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.9,3.1,156,45,26.3,1026,keine,2013-12-13T00:00:00Z,C011766,Landkreis Unstrut-Hainich-Kreis
w,140,36,nein,ja,Schwimmen,NA,NA,einmal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.9,4,157,12,35.8,882,keine,2014-07-22T00:00:00Z,C011767,Landkreis Unstrut-Hainich-Kreis
w,128,29,ja,ja,Tanzen/Aerobic,Andere,NA,zweimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.3,3.6,125,20,26.3,972,keine,2014-07-09T00:00:00Z,C011768,Landkreis Unstrut-Hainich-Kreis
w,129,26,ja,ja,Tanzen/Aerobic,NA,NA,zweimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.2,3.5,121,35,28.2,954,keine,2013-09-22T00:00:00Z,C011769,Landkreis Unstrut-Hainich-Kreis
w,130,26,nein,nein,NA,NA,NA,--wählen--,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.5,3.2,135,6,37.8,1053,keine,2014-02-12T00:00:00Z,C011770,Landkreis Unstrut-Hainich-Kreis
w,128,29,nein,ja,Tanzen/Aerobic,NA,NA,einmal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.9,4,153,23,26.3,1080,keine,2014-03-16T00:00:00Z,C011771,Landkreis Unstrut-Hainich-Kreis
m,135,27,nein,ja,Fussball,NA,NA,dreimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.9,3.1,145,11,25.3,1098,keine,2014-04-12T00:00:00Z,C011772,Landkreis Unstrut-Hainich-Kreis
m,142,32,nein,ja,Fussball,NA,NA,mehr als dreimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,3.9,4.3,129,15,25.7,1224,keine,2013-09-04T00:00:00Z,C011773,Landkreis Unstrut-Hainich-Kreis
m,140,45,nein,nein,NA,NA,NA,--wählen--,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.2,4.1,114,6,29.4,1008,keine,2013-09-24T00:00:00Z,C011774,Landkreis Unstrut-Hainich-Kreis
m,136,30,nein,ja,Kampfsport,NA,NA,einmal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.4,3.7,100,35,29.8,873,keine,2013-02-28T00:00:00Z,C011775,Landkreis Unstrut-Hainich-Kreis
m,131,26,nein,ja,Fussball,NA,NA,dreimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.1,4.2,121,13,23.8,1089,keine,2013-10-31T00:00:00Z,C011776,Landkreis Unstrut-Hainich-Kreis
m,160,63,nein,ja,Fussball,NA,NA,zweimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.6,5.1,111,6,30.8,1107,keine,2013-02-27T00:00:00Z,C011777,Landkreis Unstrut-Hainich-Kreis
m,147,NA,nein,ja,Fussball,NA,NA,dreimal,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.6,5,120,6,29.7,1008,keine,2014-04-03T00:00:00Z,C011778,Landkreis Unstrut-Hainich-Kreis
m,NA,NA,nein,nein,NA,NA,NA,--wählen--,3,2022-11-02T00:00:00Z,45454,"Staatliche Gemeinschaftsschule Südeichsfeld ""Johann Wolfgang von Goethe""",Landgemeinde Südeichsfeld /OT Heyerode,./22raw/45454_GS_Heyerode.xlsx,Landkreis Unstrut-Hainich-Kreis,Nordthüringen,2022,nein,4.4,3.1,88,9,29.9,945,keine,2013-09-29T00:00:00Z,C011779,Landkreis Unstrut-Hainich-Kreis
m,123,25,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.9,2.5,85,0,29.7,NA,keine,2014-03-06T00:00:00Z,C011780,Landkreis Kyffhäuserkreis
w,133,35,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.7,3.8,105,9,26.2,846,keine,2014-02-27T00:00:00Z,C011781,Landkreis Kyffhäuserkreis
w,150,45,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,5.1,3.6,105,9,30.6,774,keine,2012-09-19T00:00:00Z,C011782,Landkreis Kyffhäuserkreis
w,137,33,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.6,3.6,117,6,25.6,891,keine,2014-01-21T00:00:00Z,C011783,Landkreis Kyffhäuserkreis
m,135,32,ja,ja,Fussball,NA,NA,zweimal,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.2,3,122,7,27,1080,keine,2013-11-04T00:00:00Z,C011784,Landkreis Kyffhäuserkreis
m,144,46,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.7,4.6,84,2,NA,855,keine,2014-01-03T00:00:00Z,C011785,Landkreis Kyffhäuserkreis
m,130,25,nein,ja,Fussball,NA,NA,zweimal,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.6,2.4,130,13,27.4,1161,keine,2014-03-03T00:00:00Z,C011786,Landkreis Kyffhäuserkreis
m,165,75,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.8,4.1,86,3,30,783,keine,2012-09-25T00:00:00Z,C011787,Landkreis Kyffhäuserkreis
m,141,30,ja,ja,NA,NA,NA,zweimal,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4,3.4,125,3,24.9,882,keine,2013-07-10T00:00:00Z,C011788,Landkreis Kyffhäuserkreis
m,127,22,ja,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.2,4.4,144,3,23.2,1179,keine,2013-07-17T00:00:00Z,C011789,Landkreis Kyffhäuserkreis
m,150,50,nein,ja,Fussball,NA,NA,zweimal,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4,4.4,108,11,25.1,819,keine,2012-10-10T00:00:00Z,C011790,Landkreis Kyffhäuserkreis
m,152,49,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,3.8,4.8,141,3,23.3,792,keine,2012-08-14T00:00:00Z,C011791,Landkreis Kyffhäuserkreis
w,136,25,nein,ja,Andere,NA,NA,einmal,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.1,3.9,122,19,23.5,1188,keine,2013-06-14T00:00:00Z,C011792,Landkreis Kyffhäuserkreis
m,133,29,nein,ja,Kampfsport,NA,NA,dreimal,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.1,4,141,6,24.5,1152,keine,2014-03-12T00:00:00Z,C011793,Landkreis Kyffhäuserkreis
w,140,40,nein,nein,NA,NA,NA,--wählen--,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4.6,3.9,84,4,28.9,765,keine,2013-06-21T00:00:00Z,C011794,Landkreis Kyffhäuserkreis
w,135,27,nein,ja,Tanzen/Aerobic,Tischtennis,NA,einmal,3,2022-12-05T00:00:00Z,45459,Staatliche Gemeinschaftsschule Oldisleben,Oldisleben,./22raw/45459_GS_Oldisleben.xlsx,Landkreis Kyffhäuserkreis,Nordthüringen,2022,nein,4,4.1,132,17,25.1,909,keine,2013-11-20T00:00:00Z,C011795,Landkreis Kyffhäuserkreis
